0x0	0xd
0x45faB0x4608B0x47d7B0x6a0	0x4601B0x4608B0x47d7B0x6a0
0x45faB0x4608B0x48c8B0x8aa	0x4601B0x4608B0x48c8B0x8aa
0x45faB0x4608B0x48d6B0x8aa	0x4601B0x4608B0x48d6B0x8aa
0x45faB0x4608B0x47d7B0x8e7	0x4601B0x4608B0x47d7B0x8e7
0x45faB0x4608B0x47d7B0x910	0x4601B0x4608B0x47d7B0x910
0x45faB0x52b1B0x52dcB0x2e04	0x4601B0x52b1B0x52dcB0x2e04
0x461dB0x2a0	0x462cB0x2a0
0x44b4B0x44c2B0x4642B0x2a0	0x44bbB0x44c2B0x4642B0x2a0
0x45faB0x4608B0x4634B0x2a0	0x4601B0x4608B0x4634B0x2a0
0x4737B0x35e	0x4748B0x35e
0x44b4B0x44c2B0x476fB0x35e	0x44bbB0x44c2B0x476fB0x35e
0x45faB0x4608B0x4750B0x35e	0x4601B0x4608B0x4750B0x35e
0x45faB0x4608B0x475eB0x35e	0x4601B0x4608B0x475eB0x35e
0xc1aB0x419	0xc6dB0x419
0xca7B0x419	0xcf9B0x419
0xd6eB0x419	0xdb6B0x419
0xdc9B0x419	0xdd2B0x419
0xddaB0x419	0xe11B0x419
0xe19B0x419	0xf08B0x419
0xd36B0x419	0xd44B0x419
0xd44B0x419	0xd66B0x419
0x461dB0x42c	0x462cB0x42c
0x44b4B0x44c2B0x4642B0x42c	0x44bbB0x44c2B0x4642B0x42c
0x45faB0x4608B0x4634B0x42c	0x4601B0x4608B0x4634B0x42c
0x481aB0x4e6	0x4829B0x4e6
0x44b4B0x44c2B0x4831B0x4e6	0x44bbB0x44c2B0x4831B0x4e6
0x47f7B0x4805B0x483fB0x4e6	0x47feB0x4805B0x483fB0x4e6
0x461dB0x75c	0x462cB0x75c
0x44b4B0x44c2B0x4642B0x75c	0x44bbB0x44c2B0x4642B0x75c
0x45faB0x4608B0x4634B0x75c	0x4601B0x4608B0x4634B0x75c
0x461dB0x7b0	0x462cB0x7b0
0x44b4B0x44c2B0x4642B0x7b0	0x44bbB0x44c2B0x4642B0x7b0
0x45faB0x4608B0x4634B0x7b0	0x4601B0x4608B0x4634B0x7b0
0x4884B0x82f	0x4892B0x82f
0x47f7B0x4805B0x489aB0x82f	0x47feB0x4805B0x489aB0x82f
0x53b2B0x540eB0x2ea1	0x53bbB0x540eB0x2ea1
0x1285B0x4fc	0x1292B0x4fc
0x12ccB0x4fc	0x12d2B0x4fc
