0x0	0xd
0x24d8B0x24e6B0x2511B0x215	0x24dfB0x24e6B0x2511B0x215
0x25b0B0x252	0x25bfB0x252
0x258dB0x259bB0x25c7B0x252	0x2594B0x259bB0x25c7B0x252
0x24d8B0x24e6B0x25d5B0x252	0x24dfB0x24e6B0x25d5B0x252
0x27abB0x2cf	0x27bcB0x2cf
0x258dB0x259bB0x27c4B0x2cf	0x2594B0x259bB0x27c4B0x2cf
0x258dB0x259bB0x27d2B0x2cf	0x2594B0x259bB0x27d2B0x2cf
0x24d8B0x24e6B0x27e3B0x2cf	0x24dfB0x24e6B0x27e3B0x2cf
0x27abB0x323	0x27bcB0x323
0x258dB0x259bB0x27c4B0x323	0x2594B0x259bB0x27c4B0x323
0x258dB0x259bB0x27d2B0x323	0x2594B0x259bB0x27d2B0x323
0x24d8B0x24e6B0x27e3B0x323	0x24dfB0x24e6B0x27e3B0x323
0x282aB0x377	0x2838B0x377
0x2807B0x2815B0x2840B0x377	0x280eB0x2815B0x2840B0x377
0x24fbB0x3c9	0x2509B0x3c9
0x24d8B0x24e6B0x2511B0x3c9	0x24dfB0x24e6B0x2511B0x3c9
0x28a0B0x431	0x28aeB0x431
0x258dB0x259bB0x28b6B0x431	0x2594B0x259bB0x28b6B0x431
0x28cdB0x522	0x28dcB0x522
0x258dB0x259bB0x28e4B0x522	0x2594B0x259bB0x28e4B0x522
0x2807B0x2815B0x28f2B0x522	0x280eB0x2815B0x28f2B0x522
0x24fbB0x59f	0x2509B0x59f
0x24d8B0x24e6B0x2511B0x59f	0x24dfB0x24e6B0x2511B0x59f
0x11e3B0x5b5	0x11e8B0x5b5
0x126eB0x5b5	0x1275B0x5b5
0x129eB0x5b5	0x12b2B0x5b5
0x12ccB0x5b5	0x12d9B0x5b5
0x12e2B0x5b5	0x12edB0x5b5
0x1275B0x5b5	0x127dB0x5b5
0x2444B0x325dB0x3279B0x12edB0x5b5	0x244dB0x325dB0x3279B0x12edB0x5b5
0x2429B0x325dB0x3279B0x12edB0x5b5	0x2432B0x325dB0x3279B0x12edB0x5b5
0x2444B0x325dB0x3285B0x12edB0x5b5	0x244dB0x325dB0x3285B0x12edB0x5b5
0x2429B0x325dB0x3285B0x12edB0x5b5	0x2432B0x325dB0x3285B0x12edB0x5b5
0x1efbB0x1317B0x5b5	0x1f00B0x1317B0x5b5
0x1f44B0x1317B0x5b5	0x1f50B0x1317B0x5b5
0x2444B0x325dB0x3279B0x1f6eB0x1317B0x5b5	0x244dB0x325dB0x3279B0x1f6eB0x1317B0x5b5
0x2429B0x325dB0x3279B0x1f6eB0x1317B0x5b5	0x2432B0x325dB0x3279B0x1f6eB0x1317B0x5b5
0x2444B0x325dB0x3285B0x1f6eB0x1317B0x5b5	0x244dB0x325dB0x3285B0x1f6eB0x1317B0x5b5
0x2429B0x325dB0x3285B0x1f6eB0x1317B0x5b5	0x2432B0x325dB0x3285B0x1f6eB0x1317B0x5b5
0x2a31B0x607	0x2a40B0x607
0x258dB0x259bB0x2a48B0x607	0x2594B0x259bB0x2a48B0x607
0x258dB0x259bB0x2a56B0x607	0x2594B0x259bB0x2a56B0x607
0x28a0B0x644	0x28aeB0x644
0x258dB0x259bB0x28b6B0x644	0x2594B0x259bB0x28b6B0x644
0x24fbB0x479	0x2509B0x479
0x24d8B0x24e6B0x2511B0x479	0x24dfB0x24e6B0x2511B0x479
0x865B0x268	0x89cB0x268
0x8f5B0x268	0x912B0x268
0x924B0x268	0x929B0x268
0x2725B0x27b	0x2734B0x27b
0x274aB0x27b	0x2763B0x27b
0x24d8B0x24e6B0x273cB0x27b	0x24dfB0x24e6B0x273cB0x27b
0x26f7B0x276bB0x27b	0x2704B0x276bB0x27b
0x26c8B0x270cB0x276bB0x27b	0x26dcB0x270cB0x276bB0x27b
0x2675B0x270cB0x276bB0x27b	0x2688B0x270cB0x276bB0x27b
0x2632B0x26c3B0x270cB0x276bB0x27b	0x2649B0x26c3B0x270cB0x276bB0x27b
0xa17B0x2e5	0xa1cB0x2e5
0x2857B0x3a0	0x2865B0x3a0
0x286dB0x3a0	0x2883B0x3a0
0x26f7B0x288bB0x3a0	0x2704B0x288bB0x3a0
0x26c8B0x270cB0x288bB0x3a0	0x26dcB0x270cB0x288bB0x3a0
0x2675B0x270cB0x288bB0x3a0	0x2688B0x270cB0x288bB0x3a0
0x2632B0x26c3B0x270cB0x288bB0x3a0	0x2649B0x26c3B0x270cB0x288bB0x3a0
0xe41B0x48e	0xe56B0x48e
0xe90B0x48e	0xe9bB0x48e
0xea2B0x48e	0xea7B0x48e
0xef2B0x48e	0xef9B0x48e
0xf41B0x48e	0xf49B0x48e
0xf8bB0x48e	0xfc7B0x48e
0x1ac7B0x48e	0x1afdB0x48e
0x1039B0x48e	0x1042B0x48e
0x1b40B0x48e	0x1b46B0x48e
0x3089B0x48e	0x30baB0x48e
0x1c95B0x538	0x1ccaB0x538
0x29aeB0x576	0x29c0B0x576
0x29f8B0x576	0x2a11B0x576
0x258dB0x259bB0x29c8B0x576	0x2594B0x259bB0x29c8B0x576
0x258dB0x259bB0x29d6B0x576	0x2594B0x259bB0x29d6B0x576
0x24d8B0x24e6B0x29e7B0x576	0x24dfB0x24e6B0x29e7B0x576
0x2980B0x2a19B0x576	0x298dB0x2a19B0x576
0x2951B0x2995B0x2a19B0x576	0x2965B0x2995B0x2a19B0x576
0x290dB0x2995B0x2a19B0x576	0x2920B0x2995B0x2a19B0x576
0x2632B0x294cB0x2995B0x2a19B0x576	0x2649B0x294cB0x2995B0x2a19B0x576
0x13eaB0x65a	0x1406B0x65a
0x1440B0x65a	0x1476B0x65a
0x998B0x291	0x9b4B0x291
0x165cB0x9eeB0x291	0x1661B0x9eeB0x291
0x22a4B0x169bB0x9eeB0x291	0x22beB0x169bB0x9eeB0x291
0x22c6B0x169bB0x9eeB0x291	0x22cfB0x169bB0x9eeB0x291
0x22dfB0x169bB0x9eeB0x291	0x22eeB0x169bB0x9eeB0x291
0x22f1B0x169bB0x9eeB0x291	0x22faB0x169bB0x9eeB0x291
0x231fB0x230dB0x169bB0x9eeB0x291	0x2328B0x230dB0x169bB0x9eeB0x291
0xb51B0x3b6	0xb6dB0x3b6
0x22a4B0xba7B0x3b6	0x22beB0xba7B0x3b6
0x22c6B0xba7B0x3b6	0x22cfB0xba7B0x3b6
0x22dfB0xba7B0x3b6	0x22eeB0xba7B0x3b6
0x22f1B0xba7B0x3b6	0x22faB0xba7B0x3b6
0x231fB0x230dB0xba7B0x3b6	0x2328B0x230dB0xba7B0x3b6
