0x0	0xc
0x22d	0x238
0x248	0x253
0x253	0x25e
0x25e	0x269
0x269	0x274
0x25ce0x24e0	0x25e20x24e0
0x25ce0x253b	0x25e20x253b
0x25b60x24e0	0x25bf0x24e0
0x25b60x253b	0x25bf0x253b
0x21ee0x18d4	0x22000x18d4
0x21ee0x220d	0x22000x220d
0x21da0x18d4	0x21e50x18d4
0x21da0x220d	0x21e50x220d
0x214a0x18d4	0x21510x18d4
0x214a0x212e	0x21510x212e
0x213d0x18d4	0x21490x18d4
0x213d0x212e	0x21490x212e
0x212e0x18d4	0x21360x18d4
0x1cf60x18d4	0x1d010x18d4
0x1cf60x1ca8	0x1d010x1ca8
0x1ca80x18d4	0x1cf20x18d4
0x1b7f0x1b2a	0x1b8a0x1b2a
0x1b7f0x1be7	0x1b8a0x1be7
0x63a0x5f0	0x6430x5f0
0x63a0x6e0	0x6430x6e0
0xc79B0x51b	0xc88B0x51b
0xf28B0x606	0xf4aB0x606
0xea5B0x606	0xed3B0x606
0xed7B0x606	0xef2B0x606
0xf4bB0x606	0xf74B0x606
0xf07B0x606	0xf28B0x606
0x1196B0x744	0x11a9B0x744
0x7e9B0x28f	0x7eeB0x28f
0x12ffB0x28f	0x1311B0x28f
0xb73B0x4b3	0xb78B0x4b3
0xdd3B0x5b3	0xdd9B0x5b3
0xde2B0x5b3	0xde7B0x5b3
0x1c42B0x5b3	0x1c4bB0x5b3
0x1208B0x762	0x120dB0x762
0x125dB0x7a2	0x1262B0x7a2
0x12aeB0x7c8	0x12b3B0x7c8
0x1e15B0x7c8	0x1e24B0x7c8
0x2902B0x2841B0x9a2	0x290bB0x2841B0x9a2
0x2902B0x2841B0x9c3	0x290bB0x2841B0x9c3
0x1eaeB0x13d6B0x9e4	0x1ec6B0x13d6B0x9e4
0x1ee1B0x13d6B0x9e4	0x1efdB0x13d6B0x9e4
0x1efeB0x13d6B0x9e4	0x1f2dB0x13d6B0x9e4
0x1ec6B0x13d6B0x9e4	0x1ee0B0x13d6B0x9e4
0x285fB0x1449	0x2879B0x1449
0x287fB0x1449	0x2888B0x1449
0x2917B0x28b2B0x1449	0x2920B0x28b2B0x1449
0x28beB0x146c	0x28d8B0x146c
0x28deB0x146c	0x28e7B0x146c
0x2902B0x28f9B0x146c	0x290bB0x28f9B0x146c
0x1040B0x6e0	0x1052B0x6e0
0x1056B0x6e0	0x1071B0x6e0
0x1090B0x6e0	0x1098B0x6e0
0x10a2B0x6e0	0x10adB0x6e0
0x2240B0x1098B0x6e0	0x224cB0x1098B0x6e0
0x2282B0x1098B0x6e0	0x2290B0x1098B0x6e0
0x22b0B0x1f74B0x1490	0x22b5B0x1f74B0x1490
0x23b7B0x20c3	0x23c5B0x20c3
0x1556B0x431	0x1582B0x431
0xaa5B0x431	0xaaaB0x431
0x14a4B0x431	0x14b3B0x431
0x14f4B0x431	0x14faB0x431
0x1530B0x431	0x1556B0x431
0x235bB0x1f9eB0x1591B0x431	0x2366B0x1f9eB0x1591B0x431
0x237aB0x1f9eB0x1591B0x431	0x2381B0x1f9eB0x1591B0x431
0x2366B0x1f9eB0x1591B0x431	0x2376B0x1f9eB0x1591B0x431
0x261fB0x2522B0x2306B0x1f9eB0x1591B0x431	0x262aB0x2522B0x2306B0x1f9eB0x1591B0x431
0x2669B0x2522B0x2306B0x1f9eB0x1591B0x431	0x266eB0x2522B0x2306B0x1f9eB0x1591B0x431
0x26f9B0x2522B0x2306B0x1f9eB0x1591B0x431	0x273aB0x2522B0x2306B0x1f9eB0x1591B0x431
0x26daB0x2522B0x2306B0x1f9eB0x1591B0x431	0x26e3B0x2522B0x2306B0x1f9eB0x1591B0x431
0x27dbB0x2760B0x2522B0x2306B0x1f9eB0x1591B0x431	0x27e4B0x2760B0x2522B0x2306B0x1f9eB0x1591B0x431
0x27eaB0x2760B0x2522B0x2306B0x1f9eB0x1591B0x431	0x27f2B0x2760B0x2522B0x2306B0x1f9eB0x1591B0x431
0x27faB0x2760B0x2522B0x2306B0x1f9eB0x1591B0x431	0x2832B0x2760B0x2522B0x2306B0x1f9eB0x1591B0x431
0x25b60x27dbB0x2760B0x2522B0x2306B0x1f9eB0x1591B0x431	0x25bf0x27dbB0x2760B0x2522B0x2306B0x1f9eB0x1591B0x431
0x25ce0x27dbB0x2760B0x2522B0x2306B0x1f9eB0x1591B0x431	0x25e20x27dbB0x2760B0x2522B0x2306B0x1f9eB0x1591B0x431
