0x0	0xd
0x2828B0x2567	0x2831B0x2567
0x2810B0x2567	0x2819B0x2567
0x24bcB0x4b9	0x24caB0x4b9
0x2376B0x1f3	0x2385B0x1f3
0x20b2B0x2389B0x1f3	0x20c5B0x2389B0x1f3
0x2439B0x226	0x2447B0x226
0x29ceB0x244bB0x226	0x29e0B0x244bB0x226
0x2376B0x29a	0x2385B0x29a
0x20b2B0x2389B0x29a	0x20c5B0x2389B0x29a
0x2502B0x2627B0x345	0x250bB0x2627B0x345
0xacdB0x373	0xae0B0x373
0xcb6B0x3b8	0xd01B0x3b8
0xd81B0x3b8	0xdcdB0x3b8
0xb03B0x3b8	0xb1aB0x3b8
0xb5aB0x3b8	0xb6eB0x3b8
0xb81B0x3b8	0xb88B0x3b8
0xbcbB0x3b8	0xbd5B0x3b8
0xc1cB0x3b8	0xc61B0x3b8
0xc65B0x3b8	0xc70B0x3b8
0xd05B0x3b8	0xd10B0x3b8
0xd3dB0x3b8	0xd47B0x3b8
0xd4eB0x3b8	0xd5fB0x3b8
0xd66B0x3b8	0xd81B0x3b8
0xdd1B0x3b8	0xddcB0x3b8
0xe09B0x3b8	0xe13B0x3b8
0xe1aB0x3b8	0xe2bB0x3b8
0xe70B0x3b8	0xe82B0x3b8
0xcadB0x3b8	0xcb6B0x3b8
0xca3B0x3b8	0xcacB0x3b8
0x24d5B0xc79B0x3b8	0x24e3B0xc79B0x3b8
0x24d5B0xd19B0x3b8	0x24e3B0xd19B0x3b8
0x24d5B0xde5B0x3b8	0x24e3B0xde5B0x3b8
0x1744B0xe32B0x3b8	0x1753B0xe32B0x3b8
0x233aB0x459	0x2349B0x459
0x2356B0x459	0x2367B0x459
0x20b2B0x234dB0x459	0x20c5B0x234dB0x459
0x11acB0x499	0x11f7B0x499
0x111cB0x499	0x1161B0x499
0x1165B0x499	0x1170B0x499
0x11fbB0x499	0x1206B0x499
0x1233B0x499	0x123dB0x499
0x1244B0x499	0x1255B0x499
0x125cB0x499	0x1277B0x499
0x11a3B0x499	0x11acB0x499
0x24d5B0x1179B0x499	0x24e3B0x1179B0x499
0x24d5B0x120fB0x499	0x24e3B0x120fB0x499
0x21ddB0x5a1	0x21ebB0x5a1
0x20b2B0x21efB0x5a1	0x20c5B0x21efB0x5a1
0xf41B0x3d2	0xf54B0x3d2
0xf6bB0x3d2	0xf8bB0x3d2
0x2456B0x1df2	0x2464B0x1df2
0x29ceB0x2468B0x1df2	0x29e0B0x2468B0x1df2
0x2456B0x1f5d	0x2464B0x1f5d
0x29ceB0x2468B0x1f5d	0x29e0B0x2468B0x1f5d
0x2952B0x1e2d0x1d86	0x297bB0x1e2d0x1d86
0x2982B0x1e2d0x1d86	0x2992B0x1e2d0x1d86
0x299aB0x1e2d0x1d86	0x29acB0x1e2d0x1d86
0x2944B0x1e2d0x1d86	0x2950B0x1e2d0x1d86
0x2874B0x29b4B0x1e2d0x1d86	0x2893B0x29b4B0x1e2d0x1d86
0x2952B0x1e2d0x1ef1	0x297bB0x1e2d0x1ef1
0x2982B0x1e2d0x1ef1	0x2992B0x1e2d0x1ef1
0x299aB0x1e2d0x1ef1	0x29acB0x1e2d0x1ef1
0x2944B0x1e2d0x1ef1	0x2950B0x1e2d0x1ef1
0x2874B0x29b4B0x1e2d0x1ef1	0x2893B0x29b4B0x1e2d0x1ef1
0x2828B0x2529B0x25e2B0x1d97	0x2831B0x2529B0x25e2B0x1d97
0x2810B0x2529B0x25e2B0x1d97	0x2819B0x2529B0x25e2B0x1d97
0x2502B0x2584B0x1f02	0x250bB0x2584B0x1f02
0x2502B0x25b0B0x1f02	0x250bB0x25b0B0x1f02
0x2828B0x2529B0x25c2B0x1f02	0x2831B0x2529B0x25c2B0x1f02
0x2810B0x2529B0x25c2B0x1f02	0x2819B0x2529B0x25c2B0x1f02
0x665B0x235	0x681B0x235
0x696B0x235	0x69cB0x235
0x2473B0x256	0x2481B0x256
0x2485B0x256	0x2498B0x256
0x249cB0x256	0x24a9B0x256
0x2085B0x24adB0x256	0x2096B0x24adB0x256
0x2054B0x24adB0x256	0x2067B0x24adB0x256
0x2874B0x206eB0x24adB0x256	0x2893B0x206eB0x24adB0x256
0x2828B0x2529B0x2668B0x4dcf7	0x2831B0x2529B0x2668B0x4dcf7
0x2810B0x2529B0x2668B0x4dcf7	0x2819B0x2529B0x2668B0x4dcf7
0x2828B0x2529B0x2668B0x4dd6c	0x2831B0x2529B0x2668B0x4dd6c
0x2810B0x2529B0x2668B0x4dd6c	0x2819B0x2529B0x2668B0x4dd6c
0x2828B0x2529B0x2668B0x599e7	0x2831B0x2529B0x2668B0x599e7
0x2810B0x2529B0x2668B0x599e7	0x2819B0x2529B0x2668B0x599e7
0x1699B0x5b0	0x16acB0x5b0
0x16c3B0x5b0	0x16d2B0x5b0
0x2828B0x2529B0x2668B0x1e400x1d86	0x2831B0x2529B0x2668B0x1e400x1d86
0x2810B0x2529B0x2668B0x1e400x1d86	0x2819B0x2529B0x2668B0x1e400x1d86
0x2828B0x2529B0x2668B0x1e400x1ef1	0x2831B0x2529B0x2668B0x1e400x1ef1
0x2810B0x2529B0x2668B0x1e400x1ef1	0x2819B0x2529B0x2668B0x1e400x1ef1
0x6b7B0x265	0x6caB0x265
0x1fc7B0x1731B0x6e1B0x265	0x1fe1B0x1731B0x6e1B0x265
0x1fe9B0x1731B0x6e1B0x265	0x1ff2B0x1731B0x6e1B0x265
0x2002B0x1731B0x6e1B0x265	0x2011B0x1731B0x6e1B0x265
0x2014B0x1731B0x6e1B0x265	0x201dB0x1731B0x6e1B0x265
0x2040B0x202fB0x1731B0x6e1B0x265	0x2049B0x202fB0x1731B0x6e1B0x265
0x7570x6edB0x278	0x76b0x6edB0x278
0x72e0x6edB0x278	0x7360x6edB0x278
0x7270x6edB0x278	0x72e0x6edB0x278
0x222bB0x311	0x223fB0x311
0x225aB0x311	0x2273B0x311
0x2283B0x311	0x2295B0x311
0x22a5B0x311	0x22b7B0x311
0x20b2B0x2243B0x311	0x20c5B0x2243B0x311
0x20b2B0x224cB0x311	0x20c5B0x224cB0x311
0x2177B0x2277B0x311	0x2193B0x2277B0x311
0x219aB0x2277B0x311	0x21a3B0x2277B0x311
0x214cB0x2277B0x311	0x2159B0x2277B0x311
0x2874B0x216aB0x2277B0x311	0x2893B0x216aB0x2277B0x311
0x2787B0x215dB0x2277B0x311	0x279aB0x215dB0x2277B0x311
0x2177B0x2299B0x311	0x2193B0x2299B0x311
0x219aB0x2299B0x311	0x21a3B0x2299B0x311
0x214cB0x2299B0x311	0x2159B0x2299B0x311
0x2874B0x216aB0x2299B0x311	0x2893B0x216aB0x2299B0x311
0x2787B0x215dB0x2299B0x311	0x279aB0x215dB0x2299B0x311
0x21b6B0x22bbB0x311	0x21c3B0x22bbB0x311
0x2085B0x21c7B0x22bbB0x311	0x2096B0x21c7B0x22bbB0x311
0x2054B0x21c7B0x22bbB0x311	0x2067B0x21c7B0x22bbB0x311
0x2874B0x206eB0x21c7B0x22bbB0x311	0x2893B0x206eB0x21c7B0x22bbB0x311
0x23d5B0x331	0x23e4B0x331
0x23e8B0x331	0x23fcB0x331
0x240cB0x331	0x241eB0x331
0x20f9B0x2400B0x331	0x2115B0x2400B0x331
0x211cB0x2400B0x331	0x2125B0x2400B0x331
0x20ceB0x2400B0x331	0x20dbB0x2400B0x331
0x20b2B0x2125B0x2400B0x331	0x20c5B0x2125B0x2400B0x331
0x2874B0x20ecB0x2400B0x331	0x2893B0x20ecB0x2400B0x331
0x2787B0x20dfB0x2400B0x331	0x279aB0x20dfB0x2400B0x331
0x2177B0x2422B0x331	0x2193B0x2422B0x331
0x219aB0x2422B0x331	0x21a3B0x2422B0x331
0x214cB0x2422B0x331	0x2159B0x2422B0x331
0x2874B0x216aB0x2422B0x331	0x2893B0x216aB0x2422B0x331
0x2787B0x215dB0x2422B0x331	0x279aB0x215dB0x2422B0x331
0x7570xfbfB0x42e	0x76b0xfbfB0x42e
0x72e0xfbfB0x42e	0x7360xfbfB0x42e
0x7270xfbfB0x42e	0x72e0xfbfB0x42e
0x23a0B0x4d8	0x23aeB0x4d8
0x23b2B0x4d8	0x23c5B0x4d8
0x20f9B0x23c9B0x4d8	0x2115B0x23c9B0x4d8
0x211cB0x23c9B0x4d8	0x2125B0x23c9B0x4d8
0x20ceB0x23c9B0x4d8	0x20dbB0x23c9B0x4d8
0x20b2B0x2125B0x23c9B0x4d8	0x20c5B0x2125B0x23c9B0x4d8
0x2874B0x20ecB0x23c9B0x4d8	0x2893B0x20ecB0x23c9B0x4d8
0x2787B0x20dfB0x23c9B0x4d8	0x279aB0x20dfB0x23c9B0x4d8
0x22d5B0x581	0x22e9B0x581
0x2304B0x581	0x232aB0x581
0x20b2B0x22edB0x581	0x20c5B0x22edB0x581
0x20b2B0x22f6B0x581	0x20c5B0x22f6B0x581
0x21b6B0x232eB0x581	0x21c3B0x232eB0x581
0x2085B0x21c7B0x232eB0x581	0x2096B0x21c7B0x232eB0x581
0x2054B0x21c7B0x232eB0x581	0x2067B0x21c7B0x232eB0x581
0x2874B0x206eB0x21c7B0x232eB0x581	0x2893B0x206eB0x21c7B0x232eB0x581
0x8c1B0x320	0x8d3B0x320
0x8ddB0x320	0x8e2B0x320
0x1a80B0x944B0x320	0x1a8cB0x944B0x320
0x19eaB0x944B0x320	0x19f4B0x944B0x320
0x1a4cB0x944B0x320	0x1a5bB0x944B0x320
0x1a93B0x944B0x320	0x1aaaB0x944B0x320
0x1ab1B0x944B0x320	0x1aebB0x944B0x320
0x1a76B0x944B0x320	0x1a80B0x944B0x320
0x2502B0x263aB0x1b5cB0x944B0x320	0x250bB0x263aB0x1b5cB0x944B0x320
0x2502B0x264dB0x1b5cB0x944B0x320	0x250bB0x264dB0x1b5cB0x944B0x320
0xa12B0x340	0xa1fB0x340
0x958B0x340	0x964B0x340
0x9bdB0x340	0x9d2B0x340
0x9d9B0x340	0x9f3B0x340
0xa4dB0x340	0xa58B0x340
0xa26B0x340	0xa39B0x340
0xa08B0x340	0xa12B0x340
0x5cc0x958B0x340	0x5dd0x958B0x340
0x1519B0x4e7	0x1526B0x4e7
0x1470B0x4e7	0x1483B0x4e7
0x149aB0x4e7	0x14afB0x4e7
0x14c2B0x4e7	0x14c9B0x4e7
0x1550B0x4e7	0x1562B0x4e7
0x150fB0x4e7	0x1519B0x4e7
0x1744B0x152dB0x4e7	0x1753B0x152dB0x4e7
0x1612B0x590	0x1624B0x590
0x162eB0x590	0x1633B0x590
0x1c1aB0x168cB0x590	0x1c29B0x168cB0x590
0x1c50B0x168cB0x590	0x1c7cB0x168cB0x590
