0x0	0xd
0x34ba0x2fedB0x2214	0x34cc0x2fedB0x2214
0x2fedB0x2849	0x3041B0x2849
0x3052B0x2849	0x3095B0x2849
0x30b6B0x2849	0x3124B0x2849
0x3128B0x2849	0x3133B0x2849
0x313cB0x2849	0x314eB0x2849
0x3152B0x2849	0x3168B0x2849
0x31deB0x2849	0x31e9B0x2849
0x31f2B0x2849	0x3204B0x2849
0x3349B0x2849	0x33b2B0x2849
0x3298B0x2849	0x32a3B0x2849
0x32acB0x2849	0x32beB0x2849
0x32c2B0x2849	0x32e0B0x2849
0x32e6B0x2849	0x32f7B0x2849
0x331eB0x2849	0x3335B0x2849
0x321cB0x2849	0x3225B0x2849
0x33b6B0x2849	0x33c1B0x2849
0x33caB0x2849	0x33dcB0x2849
0x33e0B0x2849	0x33eeB0x2849
0x33faB0x2849	0x3400B0x2849
0x3168B0x2849	0x31daB0x2849
0x3225B0x2849	0x3294B0x2849
0x34ba0x2fedB0x2849	0x34cc0x2fedB0x2849
0x2712B0x12de	0x2722B0x12de
0x2737B0x12de	0x273dB0x12de
0x2752B0x12de	0x2758B0x12de
0x2712B0x159aB0x754	0x2722B0x159aB0x754
0x2737B0x159aB0x754	0x273dB0x159aB0x754
0x2752B0x159aB0x754	0x2758B0x159aB0x754
0x2094B0xb49	0x2099B0xb49
0x2ec3B0xb49	0x2ed2B0xb49
0x1784B0x8e6	0x17b5B0x8e6
0x17d9B0x8e6	0x17f3B0x8e6
0x17f7B0x8e6	0x1802B0x8e6
0x180bB0x8e6	0x1816B0x8e6
0x181fB0x8e6	0x182dB0x8e6
0x1845B0x8e6	0x184bB0x8e6
0x28f9B0x1802B0x8e6	0x291eB0x1802B0x8e6
0x28a5B0x1802B0x8e6	0x28b9B0x1802B0x8e6
0x28ceB0x1802B0x8e6	0x28d4B0x1802B0x8e6
0x28e9B0x1802B0x8e6	0x28f9B0x1802B0x8e6
0x3442B0x2939B0x1802B0x8e6	0x344cB0x2939B0x1802B0x8e6
0x28f9B0x1816B0x8e6	0x291eB0x1816B0x8e6
0x28a5B0x1816B0x8e6	0x28b9B0x1816B0x8e6
0x28ceB0x1816B0x8e6	0x28d4B0x1816B0x8e6
0x28e9B0x1816B0x8e6	0x28f9B0x1816B0x8e6
0x3442B0x2939B0x1816B0x8e6	0x344cB0x2939B0x1816B0x8e6
0x1a44B0x935	0x1a54B0x935
0x29b0B0x935	0x29c4B0x935
0x1897B0x935	0x18a6B0x935
0x18b5B0x935	0x18d2B0x935
0x18f0B0x935	0x18f7B0x935
0x190eB0x935	0x1913B0x935
0x194dB0x935	0x1971B0x935
0x198aB0x935	0x1991B0x935
0x19aaB0x935	0x19b1B0x935
0x19d1B0x935	0x19d8B0x935
0x19f8B0x935	0x19ffB0x935
0x1a0eB0x935	0x1a13B0x935
0x1a2fB0x935	0x1a35B0x935
0x1a39B0x935	0x1a44B0x935
0x1a71B0x935	0x1a8dB0x935
0x1a99B0x935	0x1aa0B0x935
0x1ab4B0x935	0x1ab9B0x935
0x1af6B0x935	0x1b12B0x935
0x1b1eB0x935	0x1b25B0x935
0x1b3dB0x935	0x1b44B0x935
0x1b50B0x935	0x1b55B0x935
0x1b7aB0x935	0x1b80B0x935
0x346aB0x2a0aB0x935	0x3477B0x2a0aB0x935
0x347dB0x2a0aB0x935	0x3487B0x2a0aB0x935
0x348dB0x2a0aB0x935	0x34a2B0x2a0aB0x935
0x346aB0x2a72B0x935	0x3477B0x2a72B0x935
0x347dB0x2a72B0x935	0x3487B0x2a72B0x935
0x348dB0x2a72B0x935	0x34a2B0x2a72B0x935
0x346aB0x2adeB0x935	0x3477B0x2adeB0x935
0x347dB0x2adeB0x935	0x3487B0x2adeB0x935
0x348dB0x2adeB0x935	0x34a2B0x2adeB0x935
0x346aB0x2a2bB0x18aaB0x935	0x3477B0x2a2bB0x18aaB0x935
0x347dB0x2a2bB0x18aaB0x935	0x3487B0x2a2bB0x18aaB0x935
0x348dB0x2a2bB0x18aaB0x935	0x34a2B0x2a2bB0x18aaB0x935
0x346aB0x2a49B0x1917B0x935	0x3477B0x2a49B0x1917B0x935
0x347dB0x2a49B0x1917B0x935	0x3487B0x2a49B0x1917B0x935
0x348dB0x2a49B0x1917B0x935	0x34a2B0x2a49B0x1917B0x935
0x346aB0x2abeB0x1ac0B0x935	0x3477B0x2abeB0x1ac0B0x935
0x347dB0x2abeB0x1ac0B0x935	0x3487B0x2abeB0x1ac0B0x935
0x348dB0x2abeB0x1ac0B0x935	0x34a2B0x2abeB0x1ac0B0x935
0x346aB0x2a95B0x1a55B0x935	0x3477B0x2a95B0x1a55B0x935
0x347dB0x2a95B0x1a55B0x935	0x3487B0x2a95B0x1a55B0x935
0x348dB0x2a95B0x1a55B0x935	0x34a2B0x2a95B0x1a55B0x935
