0x0	0xc
0x66f0x62d	0x6770x62d
0x6680x62d	0x66f0x62d
0xdabB0x3a1	0xdbaB0x3a1
0x3d65B0x393d	0x3d6eB0x393d
0x3d4dB0x393d	0x3d56B0x393d
0x3c3fB0x255b	0x3c4bB0x255b
0x3c98B0x2745	0x3ca0B0x2745
0x3c3fB0x27d0	0x3c4bB0x27d0
0x3c98B0x27fe	0x3ca0B0x27fe
0x33a0B0x3458	0x33b3B0x3458
0x33a0B0x3461	0x33b3B0x3461
0x33a0B0x3593	0x33b3B0x3593
0x3644B0x255	0x3652B0x255
0x3644B0x295	0x3652B0x295
0x3644B0x2f4	0x3652B0x2f4
0x3644B0x334	0x3652B0x334
0x3644B0x347	0x3652B0x347
0x3644B0x36d	0x3652B0x36d
0x3644B0x3a6	0x3652B0x3a6
0x3644B0x3b9	0x3652B0x3b9
0x3644B0x47d	0x3652B0x47d
0x3644B0x490	0x3652B0x490
0x3644B0x4dc	0x3652B0x4dc
0x3644B0x502	0x3652B0x502
0x3644B0x515	0x3652B0x515
0x3644B0x528	0x3652B0x528
0x172dB0x4fd	0x1850B0x4fd
0x1859B0x4fd	0x1875B0x4fd
0x18edB0x4fd	0x18f8B0x4fd
0x1948B0x4fd	0x1951B0x4fd
0x3d65B0x36d3B0x1b55	0x3d6eB0x36d3B0x1b55
0x3d4dB0x36d3B0x1b55	0x3d56B0x36d3B0x1b55
0x3d65B0x36e5B0x1b55	0x3d6eB0x36e5B0x1b55
0x3d4dB0x36e5B0x1b55	0x3d56B0x36e5B0x1b55
0x3d65B0x36f7B0x1b55	0x3d6eB0x36f7B0x1b55
0x3d4dB0x36f7B0x1b55	0x3d56B0x36f7B0x1b55
0x3d65B0x370cB0x1b55	0x3d6eB0x370cB0x1b55
0x3d4dB0x370cB0x1b55	0x3d56B0x370cB0x1b55
0x3d65B0x371eB0x1b55	0x3d6eB0x371eB0x1b55
0x3d4dB0x371eB0x1b55	0x3d56B0x371eB0x1b55
0x3d65B0x3734B0x1b55	0x3d6eB0x3734B0x1b55
0x3d4dB0x3734B0x1b55	0x3d56B0x3734B0x1b55
0x3d65B0x3747B0x1b55	0x3d6eB0x3747B0x1b55
0x3d4dB0x3747B0x1b55	0x3d56B0x3747B0x1b55
0x3d65B0x3759B0x1b55	0x3d6eB0x3759B0x1b55
0x3d4dB0x3759B0x1b55	0x3d56B0x3759B0x1b55
0x3d65B0x376fB0x1b55	0x3d6eB0x376fB0x1b55
0x3d4dB0x376fB0x1b55	0x3d56B0x376fB0x1b55
0x3d65B0x36d3B0x1bc5	0x3d6eB0x36d3B0x1bc5
0x3d4dB0x36d3B0x1bc5	0x3d56B0x36d3B0x1bc5
0x3d65B0x36e5B0x1bc5	0x3d6eB0x36e5B0x1bc5
0x3d4dB0x36e5B0x1bc5	0x3d56B0x36e5B0x1bc5
0x3d65B0x36f7B0x1bc5	0x3d6eB0x36f7B0x1bc5
0x3d4dB0x36f7B0x1bc5	0x3d56B0x36f7B0x1bc5
0x3d65B0x370cB0x1bc5	0x3d6eB0x370cB0x1bc5
0x3d4dB0x370cB0x1bc5	0x3d56B0x370cB0x1bc5
0x3d65B0x371eB0x1bc5	0x3d6eB0x371eB0x1bc5
0x3d4dB0x371eB0x1bc5	0x3d56B0x371eB0x1bc5
0x3d65B0x3734B0x1bc5	0x3d6eB0x3734B0x1bc5
0x3d4dB0x3734B0x1bc5	0x3d56B0x3734B0x1bc5
0x3d65B0x3747B0x1bc5	0x3d6eB0x3747B0x1bc5
0x3d4dB0x3747B0x1bc5	0x3d56B0x3747B0x1bc5
0x3d65B0x3759B0x1bc5	0x3d6eB0x3759B0x1bc5
0x3d4dB0x3759B0x1bc5	0x3d56B0x3759B0x1bc5
0x3d65B0x376fB0x1bc5	0x3d6eB0x376fB0x1bc5
0x3d4dB0x376fB0x1bc5	0x3d56B0x376fB0x1bc5
0x2964B0x1c37	0x296cB0x1c37
0x2827B0x1c37	0x2832B0x1c37
0x3ccfB0x1c37	0x3ce2B0x1c37
0x287aB0x1c37	0x288bB0x1c37
0x28a0B0x1c37	0x28beB0x1c37
0x2956B0x1c37	0x2964B0x1c37
0x28f5B0x1c37	0x28feB0x1c37
0x3c3fB0x2847B0x1c37	0x3c4bB0x2847B0x1c37
0x3c98B0x2856B0x1c37	0x3ca0B0x2856B0x1c37
0x3c3fB0x286bB0x1c37	0x3c4bB0x286bB0x1c37
0x3d65B0x3982B0x1c40	0x3d6eB0x3982B0x1c40
0x3d4dB0x3982B0x1c40	0x3d56B0x3982B0x1c40
0x3d65B0x39aeB0x1c40	0x3d6eB0x39aeB0x1c40
0x3d4dB0x39aeB0x1c40	0x3d56B0x39aeB0x1c40
0x2964B0x1c51	0x296cB0x1c51
0x2827B0x1c51	0x2832B0x1c51
0x3ccfB0x1c51	0x3ce2B0x1c51
0x287aB0x1c51	0x288bB0x1c51
0x28a0B0x1c51	0x28beB0x1c51
0x2956B0x1c51	0x2964B0x1c51
0x28f5B0x1c51	0x28feB0x1c51
0x3c3fB0x2847B0x1c51	0x3c4bB0x2847B0x1c51
0x3c98B0x2856B0x1c51	0x3ca0B0x2856B0x1c51
0x3c3fB0x286bB0x1c51	0x3c4bB0x286bB0x1c51
0x360cB0x218	0x361aB0x218
0x3e22B0x361dB0x218	0x3e34B0x361dB0x218
0x3552B0x280	0x3561B0x280
0x33a0B0x3564B0x280	0x33b3B0x3564B0x280
0x3408B0x2e1	0x3419B0x2e1
0x33a0B0x341cB0x2e1	0x33b3B0x341cB0x2e1
0x33a0B0x3425B0x2e1	0x33b3B0x3425B0x2e1
0x3552B0x307	0x3561B0x307
0x33a0B0x3564B0x307	0x33b3B0x3564B0x307
0x3408B0x35a	0x3419B0x35a
0x33a0B0x341cB0x35a	0x33b3B0x341cB0x35a
0x33a0B0x3425B0x35a	0x33b3B0x3425B0x35a
0x33bcB0x380	0x33caB0x380
0x33a0B0x33cdB0x380	0x33b3B0x33cdB0x380
0x33bcB0x393	0x33caB0x393
0x33a0B0x33cdB0x393	0x33b3B0x33cdB0x393
0x33bcB0x3cc	0x33caB0x3cc
0x33a0B0x33cdB0x3cc	0x33b3B0x33cdB0x3cc
0x33bcB0x407	0x33caB0x407
0x33a0B0x33cdB0x407	0x33b3B0x33cdB0x407
0xfc1B0x41a	0xfd0B0x41a
0x3552B0x422	0x3561B0x422
0x33a0B0x3564B0x422	0x33b3B0x3564B0x422
0x33bcB0x44d	0x33caB0x44d
0x33a0B0x33cdB0x44d	0x33b3B0x33cdB0x44d
0x3518B0x4a3	0x3527B0x4a3
0x3533B0x4a3	0x3544B0x4a3
0x33a0B0x352aB0x4a3	0x33b3B0x352aB0x4a3
0x33bcB0x4b6	0x33caB0x4b6
0x33a0B0x33cdB0x4b6	0x33b3B0x33cdB0x4b6
0x33bcB0x562	0x33caB0x562
0x33a0B0x33cdB0x562	0x33b3B0x33cdB0x562
0x33d6B0x575	0x33e5B0x575
0x33a0B0x33e8B0x575	0x33b3B0x33e8B0x575
0x33a0B0x33f1B0x575	0x33b3B0x33f1B0x575
0x35d9B0x588	0x35e8B0x588
0x35f4B0x588	0x3609B0x588
0x33a0B0x35ebB0x588	0x33b3B0x35ebB0x588
0x33bcB0x5ef	0x33caB0x5ef
0x33a0B0x33cdB0x5ef	0x33b3B0x33cdB0x5ef
0x3628B0x2c6d	0x3636B0x2c6d
0x3e22B0x3639B0x2c6d	0x3e34B0x3639B0x2c6d
0x3d65B0x365cB0x3b54B0x29aa	0x3d6eB0x365cB0x3b54B0x29aa
0x3d4dB0x365cB0x3b54B0x29aa	0x3d56B0x365cB0x3b54B0x29aa
0x3d65B0x365cB0x3b17B0x2c14	0x3d6eB0x365cB0x3b17B0x2c14
0x3d4dB0x365cB0x3b17B0x2c14	0x3d56B0x365cB0x3b17B0x2c14
0x3d65B0x365cB0x3b54B0x2f24	0x3d6eB0x365cB0x3b54B0x2f24
0x3d4dB0x365cB0x3b54B0x2f24	0x3d56B0x365cB0x3b54B0x2f24
0x3d65B0x365cB0x3b54B0x315d	0x3d6eB0x365cB0x3b54B0x315d
0x3d4dB0x365cB0x3b54B0x315d	0x3d56B0x365cB0x3b54B0x315d
0x3d65B0x365cB0x3b54B0x3347	0x3d6eB0x365cB0x3b54B0x3347
0x3d4dB0x365cB0x3b54B0x3347	0x3d56B0x365cB0x3b54B0x3347
0x602B0x226	0x61eB0x226
0x1f6dB0x61eB0x226	0x1f89B0x61eB0x226
0x1f9eB0x61eB0x226	0x1fa4B0x61eB0x226
0x3d65B0x365cB0x3b54B0x8aebb	0x3d6eB0x365cB0x3b54B0x8aebb
0x3d4dB0x365cB0x3b54B0x8aebb	0x3d56B0x365cB0x3b54B0x8aebb
0x757B0x28e	0x774B0x28e
0x7c5B0x28e	0x7d7B0x28e
0x7e1B0x28e	0x7e6B0x28e
0x3d65B0x365cB0x3b54B0x8af8f	0x3d6eB0x365cB0x3b54B0x8af8f
0x3d4dB0x365cB0x3b54B0x8af8f	0x3d56B0x365cB0x3b54B0x8af8f
0x8edB0x85d	0x8f4B0x85d
0x91dB0x85d	0x931B0x85d
0x8a2B0x85d	0x8abB0x85d
0x8f4B0x85d	0x8fcB0x85d
0x23030x8a2B0x85d	0x23120x8a2B0x85d
0x22dd0x8a2B0x85d	0x22ee0x8a2B0x85d
0x22c00x8a2B0x85d	0x22d40x8a2B0x85d
0x22970x8a2B0x85d	0x229f0x8a2B0x85d
0x22900x8a2B0x85d	0x22970x8a2B0x85d
0x22310x8a2B0x85d	0x223a0x8a2B0x85d
0x21f80x8a2B0x85d	0x22090x8a2B0x85d
0x21db0x8a2B0x85d	0x21ef0x8a2B0x85d
0x21b20x8a2B0x85d	0x21ba0x8a2B0x85d
0x21ab0x8a2B0x85d	0x21b20x8a2B0x85d
0x214c0x8a2B0x85d	0x21550x8a2B0x85d
0x212e0x8a2B0x85d	0x21370x8a2B0x85d
0x20e30x8a2B0x85d	0x20ec0x8a2B0x85d
0x20c70x8a2B0x85d	0x20d30x8a2B0x85d
0x20900x8a2B0x85d	0x20990x8a2B0x85d
0x336f0x3387B0x21370x8a2B0x85d	0x33820x3387B0x21370x8a2B0x85d
0x3d65B0x36880x8a2B0x85d	0x3d6eB0x36880x8a2B0x85d
0x3d4dB0x36880x8a2B0x85d	0x3d56B0x36880x8a2B0x85d
0x3d65B0x36a40x8a2B0x85d	0x3d6eB0x36a40x8a2B0x85d
0x3d4dB0x36a40x8a2B0x85d	0x3d56B0x36a40x8a2B0x85d
0x3d65B0x36b60x8a2B0x85d	0x3d6eB0x36b60x8a2B0x85d
0x3d4dB0x36b60x8a2B0x85d	0x3d56B0x36b60x8a2B0x85d
0x3d65B0x38510x8a2B0x85d	0x3d6eB0x38510x8a2B0x85d
0x3d4dB0x38510x8a2B0x85d	0x3d56B0x38510x8a2B0x85d
0x3d65B0x386e0x8a2B0x85d	0x3d6eB0x386e0x8a2B0x85d
0x3d4dB0x386e0x8a2B0x85d	0x3d56B0x386e0x8a2B0x85d
0x3d65B0x388f0x8a2B0x85d	0x3d6eB0x388f0x8a2B0x85d
0x3d4dB0x388f0x8a2B0x85d	0x3d56B0x388f0x8a2B0x85d
0x3d65B0x38bf0x8a2B0x85d	0x3d6eB0x38bf0x8a2B0x85d
0x3d4dB0x38bf0x8a2B0x85d	0x3d56B0x38bf0x8a2B0x85d
0x3d65B0x38dc0x8a2B0x85d	0x3d6eB0x38dc0x8a2B0x85d
0x3d4dB0x38dc0x8a2B0x85d	0x3d56B0x38dc0x8a2B0x85d
0x3d65B0x38fd0x8a2B0x85d	0x3d6eB0x38fd0x8a2B0x85d
0x3d4dB0x38fd0x8a2B0x85d	0x3d56B0x38fd0x8a2B0x85d
0x37f0B0x21010x8a2B0x85d	0x37f8B0x21010x8a2B0x85d
0x37a6B0x21010x8a2B0x85d	0x37c4B0x21010x8a2B0x85d
0x37caB0x21010x8a2B0x85d	0x37d5B0x21010x8a2B0x85d
0x37e8B0x21010x8a2B0x85d	0x37f0B0x21010x8a2B0x85d
0x381cB0x21010x8a2B0x85d	0x3825B0x21010x8a2B0x85d
0x3d65B0x3793B0x21010x8a2B0x85d	0x3d6eB0x3793B0x21010x8a2B0x85d
0x3d4dB0x3793B0x21010x8a2B0x85d	0x3d56B0x3793B0x21010x8a2B0x85d
0x961B0x2ef	0x966B0x2ef
0x3d65B0x365cB0x3b54B0x8b031	0x3d6eB0x365cB0x3b54B0x8b031
0x3d4dB0x365cB0x3b54B0x8b031	0x3d56B0x365cB0x3b54B0x8b031
0xa1bB0x988	0xa22B0x988
0xa4bB0x988	0xa5fB0x988
0x9d0B0x988	0x9d9B0x988
0xa22B0x988	0xa2aB0x988
0x23030x9d0B0x988	0x23120x9d0B0x988
0x22dd0x9d0B0x988	0x22ee0x9d0B0x988
0x22c00x9d0B0x988	0x22d40x9d0B0x988
0x22970x9d0B0x988	0x229f0x9d0B0x988
0x22900x9d0B0x988	0x22970x9d0B0x988
0x22310x9d0B0x988	0x223a0x9d0B0x988
0x21f80x9d0B0x988	0x22090x9d0B0x988
0x21db0x9d0B0x988	0x21ef0x9d0B0x988
0x21b20x9d0B0x988	0x21ba0x9d0B0x988
0x21ab0x9d0B0x988	0x21b20x9d0B0x988
0x214c0x9d0B0x988	0x21550x9d0B0x988
0x212e0x9d0B0x988	0x21370x9d0B0x988
0x20e30x9d0B0x988	0x20ec0x9d0B0x988
0x20c70x9d0B0x988	0x20d30x9d0B0x988
0x20900x9d0B0x988	0x20990x9d0B0x988
0x336f0x3387B0x21370x9d0B0x988	0x33820x3387B0x21370x9d0B0x988
0x3d65B0x36880x9d0B0x988	0x3d6eB0x36880x9d0B0x988
0x3d4dB0x36880x9d0B0x988	0x3d56B0x36880x9d0B0x988
0x3d65B0x36a40x9d0B0x988	0x3d6eB0x36a40x9d0B0x988
0x3d4dB0x36a40x9d0B0x988	0x3d56B0x36a40x9d0B0x988
0x3d65B0x36b60x9d0B0x988	0x3d6eB0x36b60x9d0B0x988
0x3d4dB0x36b60x9d0B0x988	0x3d56B0x36b60x9d0B0x988
0x3d65B0x38510x9d0B0x988	0x3d6eB0x38510x9d0B0x988
0x3d4dB0x38510x9d0B0x988	0x3d56B0x38510x9d0B0x988
0x3d65B0x386e0x9d0B0x988	0x3d6eB0x386e0x9d0B0x988
0x3d4dB0x386e0x9d0B0x988	0x3d56B0x386e0x9d0B0x988
0x3d65B0x388f0x9d0B0x988	0x3d6eB0x388f0x9d0B0x988
0x3d4dB0x388f0x9d0B0x988	0x3d56B0x388f0x9d0B0x988
0x3d65B0x38bf0x9d0B0x988	0x3d6eB0x38bf0x9d0B0x988
0x3d4dB0x38bf0x9d0B0x988	0x3d56B0x38bf0x9d0B0x988
0x3d65B0x38dc0x9d0B0x988	0x3d6eB0x38dc0x9d0B0x988
0x3d4dB0x38dc0x9d0B0x988	0x3d56B0x38dc0x9d0B0x988
0x3d65B0x38fd0x9d0B0x988	0x3d6eB0x38fd0x9d0B0x988
0x3d4dB0x38fd0x9d0B0x988	0x3d56B0x38fd0x9d0B0x988
0x37f0B0x21010x9d0B0x988	0x37f8B0x21010x9d0B0x988
0x37a6B0x21010x9d0B0x988	0x37c4B0x21010x9d0B0x988
0x37caB0x21010x9d0B0x988	0x37d5B0x21010x9d0B0x988
0x37e8B0x21010x9d0B0x988	0x37f0B0x21010x9d0B0x988
0x381cB0x21010x9d0B0x988	0x3825B0x21010x9d0B0x988
0x3d65B0x3793B0x21010x9d0B0x988	0x3d6eB0x3793B0x21010x9d0B0x988
0x3d4dB0x3793B0x21010x9d0B0x988	0x3d56B0x3793B0x21010x9d0B0x988
0x3d65B0x365cB0x3b54B0x8b0b2	0x3d6eB0x365cB0x3b54B0x8b0b2
0x3d4dB0x365cB0x3b54B0x8b0b2	0x3d56B0x365cB0x3b54B0x8b0b2
0xba3B0xb12	0xbaaB0xb12
0xbd3B0xb12	0xbe7B0xb12
0xb58B0xb12	0xb61B0xb12
0xbaaB0xb12	0xbb2B0xb12
0x23030xb58B0xb12	0x23120xb58B0xb12
0x22dd0xb58B0xb12	0x22ee0xb58B0xb12
0x22c00xb58B0xb12	0x22d40xb58B0xb12
0x22970xb58B0xb12	0x229f0xb58B0xb12
0x22900xb58B0xb12	0x22970xb58B0xb12
0x22310xb58B0xb12	0x223a0xb58B0xb12
0x21f80xb58B0xb12	0x22090xb58B0xb12
0x21db0xb58B0xb12	0x21ef0xb58B0xb12
0x21b20xb58B0xb12	0x21ba0xb58B0xb12
0x21ab0xb58B0xb12	0x21b20xb58B0xb12
0x214c0xb58B0xb12	0x21550xb58B0xb12
0x212e0xb58B0xb12	0x21370xb58B0xb12
0x20e30xb58B0xb12	0x20ec0xb58B0xb12
0x20c70xb58B0xb12	0x20d30xb58B0xb12
0x20900xb58B0xb12	0x20990xb58B0xb12
0x336f0x3387B0x21370xb58B0xb12	0x33820x3387B0x21370xb58B0xb12
0x3d65B0x36880xb58B0xb12	0x3d6eB0x36880xb58B0xb12
0x3d4dB0x36880xb58B0xb12	0x3d56B0x36880xb58B0xb12
0x3d65B0x36a40xb58B0xb12	0x3d6eB0x36a40xb58B0xb12
0x3d4dB0x36a40xb58B0xb12	0x3d56B0x36a40xb58B0xb12
0x3d65B0x36b60xb58B0xb12	0x3d6eB0x36b60xb58B0xb12
0x3d4dB0x36b60xb58B0xb12	0x3d56B0x36b60xb58B0xb12
0x3d65B0x38510xb58B0xb12	0x3d6eB0x38510xb58B0xb12
0x3d4dB0x38510xb58B0xb12	0x3d56B0x38510xb58B0xb12
0x3d65B0x386e0xb58B0xb12	0x3d6eB0x386e0xb58B0xb12
0x3d4dB0x386e0xb58B0xb12	0x3d56B0x386e0xb58B0xb12
0x3d65B0x388f0xb58B0xb12	0x3d6eB0x388f0xb58B0xb12
0x3d4dB0x388f0xb58B0xb12	0x3d56B0x388f0xb58B0xb12
0x3d65B0x38bf0xb58B0xb12	0x3d6eB0x38bf0xb58B0xb12
0x3d4dB0x38bf0xb58B0xb12	0x3d56B0x38bf0xb58B0xb12
0x3d65B0x38dc0xb58B0xb12	0x3d6eB0x38dc0xb58B0xb12
0x3d4dB0x38dc0xb58B0xb12	0x3d56B0x38dc0xb58B0xb12
0x3d65B0x38fd0xb58B0xb12	0x3d6eB0x38fd0xb58B0xb12
0x3d4dB0x38fd0xb58B0xb12	0x3d56B0x38fd0xb58B0xb12
0x37f0B0x21010xb58B0xb12	0x37f8B0x21010xb58B0xb12
0x37a6B0x21010xb58B0xb12	0x37c4B0x21010xb58B0xb12
0x37caB0x21010xb58B0xb12	0x37d5B0x21010xb58B0xb12
0x37e8B0x21010xb58B0xb12	0x37f0B0x21010xb58B0xb12
0x381cB0x21010xb58B0xb12	0x3825B0x21010xb58B0xb12
0x3d65B0x3793B0x21010xb58B0xb12	0x3d6eB0x3793B0x21010xb58B0xb12
0x3d4dB0x3793B0x21010xb58B0xb12	0x3d56B0x3793B0x21010xb58B0xb12
0x3d65B0x365cB0x3b54B0x8b1dc	0x3d6eB0x365cB0x3b54B0x8b1dc
0x3d4dB0x365cB0x3b54B0x8b1dc	0x3d56B0x365cB0x3b54B0x8b1dc
0xed0B0xe40	0xed7B0xe40
0xf00B0xe40	0xf14B0xe40
0xe85B0xe40	0xe8eB0xe40
0xed7B0xe40	0xedfB0xe40
0x23030xe85B0xe40	0x23120xe85B0xe40
0x22dd0xe85B0xe40	0x22ee0xe85B0xe40
0x22c00xe85B0xe40	0x22d40xe85B0xe40
0x22970xe85B0xe40	0x229f0xe85B0xe40
0x22900xe85B0xe40	0x22970xe85B0xe40
0x22310xe85B0xe40	0x223a0xe85B0xe40
0x21f80xe85B0xe40	0x22090xe85B0xe40
0x21db0xe85B0xe40	0x21ef0xe85B0xe40
0x21b20xe85B0xe40	0x21ba0xe85B0xe40
0x21ab0xe85B0xe40	0x21b20xe85B0xe40
0x214c0xe85B0xe40	0x21550xe85B0xe40
0x212e0xe85B0xe40	0x21370xe85B0xe40
0x20e30xe85B0xe40	0x20ec0xe85B0xe40
0x20c70xe85B0xe40	0x20d30xe85B0xe40
0x20900xe85B0xe40	0x20990xe85B0xe40
0x336f0x3387B0x21370xe85B0xe40	0x33820x3387B0x21370xe85B0xe40
0x3d65B0x36880xe85B0xe40	0x3d6eB0x36880xe85B0xe40
0x3d4dB0x36880xe85B0xe40	0x3d56B0x36880xe85B0xe40
0x3d65B0x36a40xe85B0xe40	0x3d6eB0x36a40xe85B0xe40
0x3d4dB0x36a40xe85B0xe40	0x3d56B0x36a40xe85B0xe40
0x3d65B0x36b60xe85B0xe40	0x3d6eB0x36b60xe85B0xe40
0x3d4dB0x36b60xe85B0xe40	0x3d56B0x36b60xe85B0xe40
0x3d65B0x38510xe85B0xe40	0x3d6eB0x38510xe85B0xe40
0x3d4dB0x38510xe85B0xe40	0x3d56B0x38510xe85B0xe40
0x3d65B0x386e0xe85B0xe40	0x3d6eB0x386e0xe85B0xe40
0x3d4dB0x386e0xe85B0xe40	0x3d56B0x386e0xe85B0xe40
0x3d65B0x388f0xe85B0xe40	0x3d6eB0x388f0xe85B0xe40
0x3d4dB0x388f0xe85B0xe40	0x3d56B0x388f0xe85B0xe40
0x3d65B0x38bf0xe85B0xe40	0x3d6eB0x38bf0xe85B0xe40
0x3d4dB0x38bf0xe85B0xe40	0x3d56B0x38bf0xe85B0xe40
0x3d65B0x38dc0xe85B0xe40	0x3d6eB0x38dc0xe85B0xe40
0x3d4dB0x38dc0xe85B0xe40	0x3d56B0x38dc0xe85B0xe40
0x3d65B0x38fd0xe85B0xe40	0x3d6eB0x38fd0xe85B0xe40
0x3d4dB0x38fd0xe85B0xe40	0x3d56B0x38fd0xe85B0xe40
0x37f0B0x21010xe85B0xe40	0x37f8B0x21010xe85B0xe40
0x37a6B0x21010xe85B0xe40	0x37c4B0x21010xe85B0xe40
0x37caB0x21010xe85B0xe40	0x37d5B0x21010xe85B0xe40
0x37e8B0x21010xe85B0xe40	0x37f0B0x21010xe85B0xe40
0x381cB0x21010xe85B0xe40	0x3825B0x21010xe85B0xe40
0x3d65B0x3793B0x21010xe85B0xe40	0x3d6eB0x3793B0x21010xe85B0xe40
0x3d4dB0x3793B0x21010xe85B0xe40	0x3d56B0x3793B0x21010xe85B0xe40
0xff3B0x430	0xffdB0x430
0x1064B0x430	0x1089B0x430
0x10b7B0x430	0x10d7B0x430
0x112aB0x430	0x115cB0x430
0x3cacB0x430	0x3cbcB0x430
0x11acB0x430	0x120aB0x430
0x1219B0x430	0x1229B0x430
0x1176B0x430	0x118bB0x430
0x3d65B0x365cB0x3b54B0x8b341	0x3d6eB0x365cB0x3b54B0x8b341
0x3d4dB0x365cB0x3b54B0x8b341	0x3d56B0x365cB0x3b54B0x8b341
0x3d65B0x365cB0x3b54B0x8b36d	0x3d6eB0x365cB0x3b54B0x8b36d
0x3d4dB0x365cB0x3b54B0x8b36d	0x3d56B0x365cB0x3b54B0x8b36d
0x1339B0x12a8	0x1340B0x12a8
0x1369B0x12a8	0x137dB0x12a8
0x12eeB0x12a8	0x12f7B0x12a8
0x1340B0x12a8	0x1348B0x12a8
0x23030x12eeB0x12a8	0x23120x12eeB0x12a8
0x22dd0x12eeB0x12a8	0x22ee0x12eeB0x12a8
0x22c00x12eeB0x12a8	0x22d40x12eeB0x12a8
0x22970x12eeB0x12a8	0x229f0x12eeB0x12a8
0x22900x12eeB0x12a8	0x22970x12eeB0x12a8
0x22310x12eeB0x12a8	0x223a0x12eeB0x12a8
0x21f80x12eeB0x12a8	0x22090x12eeB0x12a8
0x21db0x12eeB0x12a8	0x21ef0x12eeB0x12a8
0x21b20x12eeB0x12a8	0x21ba0x12eeB0x12a8
0x21ab0x12eeB0x12a8	0x21b20x12eeB0x12a8
0x214c0x12eeB0x12a8	0x21550x12eeB0x12a8
0x212e0x12eeB0x12a8	0x21370x12eeB0x12a8
0x20e30x12eeB0x12a8	0x20ec0x12eeB0x12a8
0x20c70x12eeB0x12a8	0x20d30x12eeB0x12a8
0x20900x12eeB0x12a8	0x20990x12eeB0x12a8
0x336f0x3387B0x21370x12eeB0x12a8	0x33820x3387B0x21370x12eeB0x12a8
0x3d65B0x36880x12eeB0x12a8	0x3d6eB0x36880x12eeB0x12a8
0x3d4dB0x36880x12eeB0x12a8	0x3d56B0x36880x12eeB0x12a8
0x3d65B0x36a40x12eeB0x12a8	0x3d6eB0x36a40x12eeB0x12a8
0x3d4dB0x36a40x12eeB0x12a8	0x3d56B0x36a40x12eeB0x12a8
0x3d65B0x36b60x12eeB0x12a8	0x3d6eB0x36b60x12eeB0x12a8
0x3d4dB0x36b60x12eeB0x12a8	0x3d56B0x36b60x12eeB0x12a8
0x3d65B0x38510x12eeB0x12a8	0x3d6eB0x38510x12eeB0x12a8
0x3d4dB0x38510x12eeB0x12a8	0x3d56B0x38510x12eeB0x12a8
0x3d65B0x386e0x12eeB0x12a8	0x3d6eB0x386e0x12eeB0x12a8
0x3d4dB0x386e0x12eeB0x12a8	0x3d56B0x386e0x12eeB0x12a8
0x3d65B0x388f0x12eeB0x12a8	0x3d6eB0x388f0x12eeB0x12a8
0x3d4dB0x388f0x12eeB0x12a8	0x3d56B0x388f0x12eeB0x12a8
