0x0	0xd
0x1bf9B0x1665	0x1bffB0x1665
0xc11B0x45d	0xc20B0x45d
0xc37B0x45d	0xc3eB0x45d
0x2000B0x192b	0x200eB0x192b
0x2995B0x2011B0x192b	0x29a7B0x2011B0x192b
0x5d4B0x219	0x5f0B0x219
0x12f2B0x5f0B0x219	0x130eB0x5f0B0x219
0x1323B0x5f0B0x219	0x1329B0x5f0B0x219
0x28d8B0x207aB0x2178B0x33a8c	0x28e1B0x207aB0x2178B0x33a8c
0x28c0B0x207aB0x2178B0x33a8c	0x28c9B0x207aB0x2178B0x33a8c
0x6eaB0x29e	0x707B0x29e
0x730B0x29e	0x740B0x29e
0x74cB0x29e	0x751B0x29e
0x78eB0x2e2	0x793B0x2e2
0x7ceB0x302	0x7ddB0x302
0x81fB0x302	0x835B0x302
0x7f7B0x302	0x800B0x302
0x800B0x302	0x80aB0x302
0x1e18B0x84aB0x302	0x1e26B0x84aB0x302
0x1db8B0x1e29B0x84aB0x302	0x1dcbB0x1e29B0x84aB0x302
0x95fB0x377	0x975B0x377
0x98aB0x377	0x9a4B0x377
0x9cbB0x377	0x9d6B0x377
0x9b9B0x377	0x9c2B0x377
0xa8dB0x3d9	0xa9cB0x3d9
0x1cbbB0xab3B0x3d9	0x1cd5B0xab3B0x3d9
0x1cddB0xab3B0x3d9	0x1ce6B0xab3B0x3d9
0x1cf6B0xab3B0x3d9	0x1d05B0xab3B0x3d9
0x1d08B0xab3B0x3d9	0x1d11B0xab3B0x3d9
0x1d34B0x1d23B0xab3B0x3d9	0x1d3dB0x1d23B0xab3B0x3d9
0x28d8B0x207aB0x2178B0x33e2e	0x28e1B0x207aB0x2178B0x33e2e
0x28c0B0x207aB0x2178B0x33e2e	0x28c9B0x207aB0x2178B0x33e2e
0xe3cB0x4d2	0xe4fB0x4d2
0xe66B0x4d2	0xe71B0x4d2
0xe77B0x4d2	0xe7cB0x4d2
0xea0B0x4d2	0xea7B0x4d2
0xecdB0x4d2	0xed3B0x4d2
0xeedB0x4d2	0xef6B0x4d2
0x28d8B0x207aB0x2178B0x33ec8	0x28e1B0x207aB0x2178B0x33ec8
0x28c0B0x207aB0x2178B0x33ec8	0x28c9B0x207aB0x2178B0x33ec8
0x10c3B0x543	0x10d2B0x543
0x10f8B0x543	0x1102B0x543
0x1180B0x5bc	0x118fB0x5bc
0x11a6B0x5bc	0x11b5B0x5bc
0x11dfB0x5cf	0x11feB0x5cf
0x1215B0x5cf	0x121eB0x5cf
0x1235B0x5cf	0x123eB0x5cf
0x1262B0x5cf	0x1269B0x5cf
0x128fB0x5cf	0x1295B0x5cf
0x12caB0x5cf	0x12d3B0x5cf
0x28d8B0x207aB0x20ecB0x18e1	0x28e1B0x207aB0x20ecB0x18e1
0x28c0B0x207aB0x20ecB0x18e1	0x28c9B0x207aB0x20ecB0x18e1
0x66c0x601B0x240	0x6800x601B0x240
0x6430x601B0x240	0x64b0x601B0x240
0x63c0x601B0x240	0x6430x601B0x240
0x66c0xe1dB0x4a6	0x6800xe1dB0x4a6
0x6430xe1dB0x4a6	0x64b0xe1dB0x4a6
0x63c0xe1dB0x4a6	0x6430xe1dB0x4a6
