0x0	0xd
0x18ac0x39c1	0x18be0x39c1
0x18980x39c1	0x18a30x39c1
0xfae0x39c1	0xfc00x39c1
0xf9a0x39c1	0xfa50x39c1
0x25f0x210	0x2730x210
0x25f0x54c	0x2730x54c
0x2470x210	0x2500x210
0x2470x54c	0x2500x54c
0x91fB0x21c	0x95fB0x21c
0x95fB0x21c	0x967B0x21c
0x9880x91fB0x21c	0x99c0x91fB0x21c
0xd60B0x37f	0xd7dB0x37f
0xd8fB0x37f	0xddfB0x37f
0xde3B0x37f	0xdeeB0x37f
0xdf7B0x37f	0xe09B0x37f
0xe0dB0x37f	0xe23B0x37f
0xe74B0x37f	0xeceB0x37f
0xed2B0x37f	0xeddB0x37f
0xee6B0x37f	0xef8B0x37f
0xf10B0x37f	0xf96B0x37f
0xfd2B0x37f	0x1021B0x37f
0x1025B0x37f	0x1030B0x37f
0x1039B0x37f	0x10aeB0x37f
0x10b2B0x37f	0x10bdB0x37f
0x10c6B0x37f	0x10d8B0x37f
0xf9a0xd60B0x37f	0xfa50xd60B0x37f
0xfae0xd60B0x37f	0xfc00xd60B0x37f
0x39aa0xd60B0x37f	0x39b60xd60B0x37f
0x119eB0x3e9	0x11b6B0x3e9
0x11c8B0x3e9	0x1218B0x3e9
0x121cB0x3e9	0x1227B0x3e9
0x1230B0x3e9	0x1242B0x3e9
0x1246B0x3e9	0x125cB0x3e9
0x12adB0x3e9	0x1307B0x3e9
0x130bB0x3e9	0x1316B0x3e9
0x131fB0x3e9	0x1331B0x3e9
0x1407B0x3e9	0x1456B0x3e9
0x145aB0x3e9	0x1465B0x3e9
0x146eB0x3e9	0x14e3B0x3e9
0x14e7B0x3e9	0x14f2B0x3e9
0x14fbB0x3e9	0x150dB0x3e9
0xf9a0x119eB0x3e9	0xfa50x119eB0x3e9
0xfae0x119eB0x3e9	0xfc00x119eB0x3e9
0x13680x119eB0x3e9	0x14030x119eB0x3e9
0x39aa0x119eB0x3e9	0x39b60x119eB0x3e9
0x1791B0x51f	0x17b7B0x51f
0x17b9B0x51f	0x17c0B0x51f
0x1835B0x51f	0x1894B0x51f
0x18d0B0x51f	0x191eB0x51f
0x1922B0x51f	0x192dB0x51f
0x18980x1791B0x51f	0x18a30x1791B0x51f
0x18ac0x1791B0x51f	0x18be0x1791B0x51f
0x3bf70x1791B0x51f	0x3c050x1791B0x51f
0x197cB0x558	0x19bcB0x558
0x19bcB0x558	0x19c4B0x558
0x9880x197cB0x558	0x99c0x197cB0x558
0x1c54B0x5a3	0x1c7aB0x5a3
0x1c7cB0x5a3	0x1c83B0x5a3
0x1cf8B0x5a3	0x1d57B0x5a3
0x1d5bB0x5a3	0x1da9B0x5a3
0x1dadB0x5a3	0x1db8B0x5a3
0xf9a0x1c54B0x5a3	0xfa50x1c54B0x5a3
0xfae0x1c54B0x5a3	0xfc00x1c54B0x5a3
0x39aa0x1c54B0x5a3	0x39b60x1c54B0x5a3
0x1eacB0x5fd	0x1ec9B0x5fd
0x1edbB0x5fd	0x1f2eB0x5fd
0x1f32B0x5fd	0x1f3dB0x5fd
0x1f46B0x5fd	0x1f58B0x5fd
0x1f5cB0x5fd	0x1f72B0x5fd
0x1fc3B0x5fd	0x201dB0x5fd
0x2021B0x5fd	0x202cB0x5fd
0x2035B0x5fd	0x2047B0x5fd
0x205fB0x5fd	0x20d5B0x5fd
0x20d9B0x5fd	0x20e4B0x5fd
0x20edB0x5fd	0x20ffB0x5fd
0x2434B0x621	0x24e7B0x621
0x211dB0x621	0x2139B0x621
0x214bB0x621	0x2164B0x621
0x21b5B0x621	0x2261B0x621
0x2265B0x621	0x2270B0x621
0x2279B0x621	0x228bB0x621
0x228fB0x621	0x22a0B0x621
0x234cB0x621	0x2353B0x621
0x231fB0x621	0x232aB0x621
0x2333B0x621	0x2345B0x621
0x2428B0x621	0x2434B0x621
0x24ebB0x621	0x24f6B0x621
0x24ffB0x621	0x2511B0x621
0x23f3B0x621	0x23ffB0x621
0x22a0B0x621	0x231bB0x621
0x23ffB0x621	0x240cB0x621
0x2535B0x641	0x254fB0x641
0x2561B0x641	0x25b1B0x641
0x25b5B0x641	0x25c0B0x641
0x25c9B0x641	0x25dbB0x641
0x25dfB0x641	0x25f5B0x641
0x2646B0x641	0x26a0B0x641
0x26a4B0x641	0x26afB0x641
0x26b8B0x641	0x26caB0x641
0x26e2B0x641	0x2768B0x641
0x276cB0x641	0x27bbB0x641
0x27bfB0x641	0x27caB0x641
0x27d3B0x641	0x2848B0x641
0x284cB0x641	0x2857B0x641
0x2860B0x641	0x2872B0x641
0xf9a0x2535B0x641	0xfa50x2535B0x641
0xfae0x2535B0x641	0xfc00x2535B0x641
0x39aa0x2535B0x641	0x39b60x2535B0x641
0x2899B0x6c5	0x28b1B0x6c5
0x28c3B0x6c5	0x2916B0x6c5
0x291aB0x6c5	0x2925B0x6c5
0x292eB0x6c5	0x2940B0x6c5
0x2944B0x6c5	0x295aB0x6c5
0x29abB0x6c5	0x2a05B0x6c5
0x2a09B0x6c5	0x2a14B0x6c5
0x2a1dB0x6c5	0x2a2fB0x6c5
0x2a33B0x6c5	0x2aabB0x6c5
0x2aafB0x6c5	0x2abaB0x6c5
0x2ac3B0x6c5	0x2ad5B0x6c5
0x2c5dB0x779	0x2c77B0x779
0x2c89B0x779	0x2cdcB0x779
0x2ce0B0x779	0x2cebB0x779
0x2cf4B0x779	0x2d06B0x779
0x2d0aB0x779	0x2d20B0x779
0x2d71B0x779	0x2dcbB0x779
0x2dcfB0x779	0x2ddaB0x779
0x2de3B0x779	0x2df5B0x779
0x2e0dB0x779	0x2e83B0x779
0x2e87B0x779	0x2e92B0x779
0x2e9bB0x779	0x2eadB0x779
0x2edfB0x7f7	0x2efaB0x7f7
0x2f0cB0x7f7	0x2f5fB0x7f7
0x2f63B0x7f7	0x2f6eB0x7f7
0x2f77B0x7f7	0x2f89B0x7f7
0x2f8dB0x7f7	0x2fa3B0x7f7
0x2ff4B0x7f7	0x304eB0x7f7
0x3052B0x7f7	0x305dB0x7f7
0x3066B0x7f7	0x3078B0x7f7
0x307cB0x7f7	0x30f4B0x7f7
0x30f8B0x7f7	0x3103B0x7f7
0x310cB0x7f7	0x311eB0x7f7
0x31f5B0x874	0x3210B0x874
0x3222B0x874	0x3272B0x874
0x3276B0x874	0x3281B0x874
0x328aB0x874	0x329cB0x874
0x32a0B0x874	0x32b6B0x874
0x3307B0x874	0x3361B0x874
0x3365B0x874	0x3370B0x874
0x3379B0x874	0x338bB0x874
0x33c2B0x874	0x3411B0x874
0x3415B0x874	0x3420B0x874
0x3429B0x874	0x349eB0x874
0x34a2B0x874	0x34adB0x874
0x34b6B0x874	0x34c8B0x874
0xf9a0x31f5B0x874	0xfa50x31f5B0x874
0xfae0x31f5B0x874	0xfc00x31f5B0x874
0x13680x31f5B0x874	0x14030x31f5B0x874
0x39aa0x31f5B0x874	0x39b60x31f5B0x874
0x37dd0x36f2B0xa68	0x37e60x36f2B0xa68
0x37f50x36f2B0xa68	0x38090x36f2B0xa68
0x38220x36f2B0xa68	0x38420x36f2B0xa68
0x38460x36f2B0xa68	0x38510x36f2B0xa68
0x40e0B0x46e1	0x40f6B0x46e1
0x4145B0x46e1	0x4176B0x46e1
0x41e0B0x46e1	0x41f4B0x46e1
0x41c8B0x46e1	0x41d1B0x46e1
0x4294B0x46e1	0x42a8B0x46e1
0x427cB0x46e1	0x4285B0x46e1
0xb45B0x33d	0xb58B0x33d
0xb6aB0x33d	0xb83B0x33d
0x39260x3863B0xbd4B0x33d	0x392f0x3863B0xbd4B0x33d
0x393e0x3863B0xbd4B0x33d	0x39520x3863B0xbd4B0x33d
0x396b0x3863B0xbd4B0x33d	0x398b0x3863B0xbd4B0x33d
0x398f0x3863B0xbd4B0x33d	0x399a0x3863B0xbd4B0x33d
0x1df2B0x5c7	0x1e05B0x5c7
0x1e17B0x5c7	0x1e30B0x5c7
0x3f2cB0x1e81B0x5c7	0x3ff7B0x1e81B0x5c7
0x39260x3f2cB0x1e81B0x5c7	0x392f0x3f2cB0x1e81B0x5c7
0x393e0x3f2cB0x1e81B0x5c7	0x39520x3f2cB0x1e81B0x5c7
0x396b0x3f2cB0x1e81B0x5c7	0x398b0x3f2cB0x1e81B0x5c7
0x398f0x3f2cB0x1e81B0x5c7	0x399a0x3f2cB0x1e81B0x5c7
0x34eaB0x8b3	0x3512B0x8b3
0x3514B0x8b3	0x351bB0x8b3
0x40e0B0x3590B0x8b3	0x40f6B0x3590B0x8b3
0x4145B0x3590B0x8b3	0x4176B0x3590B0x8b3
0x41e0B0x3590B0x8b3	0x41f4B0x3590B0x8b3
0x41c8B0x3590B0x8b3	0x41d1B0x3590B0x8b3
0x4294B0x3590B0x8b3	0x42a8B0x3590B0x8b3
0x427cB0x3590B0x8b3	0x4285B0x3590B0x8b3
0x363fB0x90a	0x3652B0x90a
0x3664B0x90a	0x367dB0x90a
0x42fcB0x36ceB0x90a	0x43c7B0x36ceB0x90a
0x39260x42fcB0x36ceB0x90a	0x392f0x42fcB0x36ceB0x90a
0x393e0x42fcB0x36ceB0x90a	0x39520x42fcB0x36ceB0x90a
0x396b0x42fcB0x36ceB0x90a	0x398b0x42fcB0x36ceB0x90a
0x398f0x42fcB0x36ceB0x90a	0x399a0x42fcB0x36ceB0x90a
