0x0	0xd
0x3b6dB0x37d9B0x63c	0x3b7eB0x37d9B0x63c
0x37c7B0x6a7	0x37d5B0x6a7
0x3b6dB0x37d9B0x6a7	0x3b7eB0x37d9B0x6a7
0x93b0x1ea5B0x713	0x94f0x1ea5B0x713
0x9120x1ea5B0x713	0x91a0x1ea5B0x713
0x90b0x1ea5B0x713	0x9120x1ea5B0x713
0x387bB0x75e	0x388aB0x75e
0x3b6dB0x388eB0x75e	0x3b7eB0x388eB0x75e
0x387bB0x793	0x388aB0x793
0x3b6dB0x388eB0x793	0x3b7eB0x388eB0x793
0x3801B0x7e9	0x3810B0x7e9
0x3b6dB0x3814B0x7e9	0x3b7eB0x3814B0x7e9
0x3b6dB0x381fB0x7e9	0x3b7eB0x381fB0x7e9
0x37c7B0x845	0x37d5B0x845
0x3b6dB0x37d9B0x845	0x3b7eB0x37d9B0x845
0x2f1cB0x29e3	0x2f25B0x29e3
0x39adB0x2f25B0x29e3	0x39b6B0x2f25B0x29e3
0x3991B0x2f25B0x29e3	0x399aB0x2f25B0x29e3
0x37e4B0xe74	0x37f2B0xe74
0x3b6dB0x37f6B0xe74	0x3b7eB0x37f6B0xe74
0x37e4B0xef4	0x37f2B0xef4
0x3b6dB0x37f6B0xef4	0x3b7eB0x37f6B0xef4
0x37e4B0xf74	0x37f2B0xf74
0x3b6dB0x37f6B0xf74	0x3b7eB0x37f6B0xf74
0x36d2B0x2fdc	0x36dbB0x2fdc
0x3b17B0x2fdc	0x3b1fB0x2fdc
0x39adB0x36dbB0x2fdc	0x39b6B0x36dbB0x2fdc
0x3991B0x36dbB0x2fdc	0x399aB0x36dbB0x2fdc
0x37e4B0x30d5	0x37f2B0x30d5
0x3b6dB0x37f6B0x30d5	0x3b7eB0x37f6B0x30d5
0x391bB0x3a0aB0x31a4	0x3924B0x3a0aB0x31a4
0x37e4B0x32a3	0x37f2B0x32a3
0x3b6dB0x37f6B0x32a3	0x3b7eB0x37f6B0x32a3
0x391bB0x3a0aB0x33b0	0x3924B0x3a0aB0x33b0
0xc2fB0x4c3	0xc3cB0x4c3
0xc83B0x4c3	0xc89B0x4c3
